gene_left	gene_right	source
RPA2	TCEA1	inference
RPA2	SFPQ	experimental interaction detection
RPA2	HIST1H2BO	inference
RPA2	CCNC	inference
RPA2	POLR2A	inference
RPA2	CDK2	inference
RPA2	APC	experimental interaction detection
RPA2	MCM3	experimental interaction detection
RPA2	DNAJB1	inference
RPA2	PTBP1	experimental interaction detection
RPA2	VARS	inference
RPA2	RPA1	experimental interaction detection
RPA2	APEX1	experimental interaction detection
RPA2	MAP4	experimental interaction detection
RPA2	CANX	experimental interaction detection
RPA2	POLD1	inference
RPA2	ERCC5	inference
RPA2	GTF2E1	inference
RPA2	MPG	experimental interaction detection
RPA2	PRDX5	inference
RPA2	ALDH1B1	inference
RPA2	POLR2B	inference
RPA2	RRM2	inference
RPA2	HNRNPH1	experimental interaction detection
RPA2	GTF2H1	experimental interaction detection
RPA2	RPL9	experimental interaction detection
RPA2	HIST1H2BB	inference
RPA2	MCM4	experimental interaction detection
RPA2	MCM5	experimental interaction detection
RPA2	MCM7	inference
RPA2	HSPA1L	inference
RPA2	HSPA4	inference
RPA2	NF2	experimental interaction detection
RPA2	RPA3	experimental interaction detection
RPA2	RFC4	experimental interaction detection
RPA2	RFC2	experimental interaction detection
RPA2	RFC1	experimental interaction detection
RPA2	MYH9	experimental interaction detection
RPA2	MYH10	experimental interaction detection
RPA2	ADD1	experimental interaction detection
RPA2	FUS	experimental interaction detection
RPA2	MYH11	experimental interaction detection
RPA2	PPP1CC	experimental interaction detection
RPA2	POLR2I	inference
RPA2	TAGLN2	experimental interaction detection
RPA2	BRCA1	inference
RPA2	LIPA	inference
RPA2	FEN1	inference
RPA2	RPL13A	experimental interaction detection
RPA2	MLH1	inference
RPA2	STAT3	experimental interaction detection
RPA2	RFC5	experimental interaction detection
RPA2	RFC3	experimental interaction detection
RPA2	EIF2S3	inference
RPA2	CETN2	experimental interaction detection
RPA2	UBA7	inference
RPA2	HNF4A	experimental interaction detection
RPA2	CSK	inference
RPA2	TMPO	experimental interaction detection
RPA2	TMPO	experimental interaction detection
RPA2	SKIV2L2	experimental interaction detection
RPA2	MATR3	experimental interaction detection
RPA2	MSH2	experimental interaction detection
RPA2	RAD52	experimental interaction detection
RPA2	PSMC4	inference
RPA2	RPS9	experimental interaction detection
RPA2	RPS5	experimental interaction detection
RPA2	IQGAP1	experimental interaction detection
RPA2	PSMD8	inference
RPA2	PRRC2A	experimental interaction detection
RPA2	CSNK1A1	experimental interaction detection
RPA2	POLD2	inference
RPA2	PRIM1	experimental interaction detection
RPA2	PRIM2	inference
RPA2	MCM2	experimental interaction detection
RPA2	RBM25	experimental interaction detection
RPA2	LIG3	experimental interaction detection
RPA2	MRE11A	experimental interaction detection
RPA2	CDK7	experimental interaction detection
RPA2	CCT8	inference
RPA2	RAB5C	experimental interaction detection
RPA2	RAB7A	experimental interaction detection
RPA2	RAB13	experimental interaction detection
RPA2	DNA2	experimental interaction detection
RPA2	BCAP31	experimental interaction detection
RPA2	BRCA2	experimental interaction detection
RPA2	HCFC1	experimental interaction detection
RPA2	PSMD7	inference
RPA2	CCNH	experimental interaction detection
RPA2	MNAT1	experimental interaction detection
RPA2	HNRNPA3	experimental interaction detection
RPA2	HNRNPM	experimental interaction detection
RPA2	POLR2H	inference
RPA2	POLR2J	inference
RPA2	HNRNPF	experimental interaction detection
RPA2	MSH6	inference
RPA2	CAPZA1	experimental interaction detection
RPA2	COPA	experimental interaction detection
RPA2	POLR2K	inference
RPA2	BLM	experimental interaction detection
RPA2	PMS2	inference
RPA2	HSPA2	inference
RPA2	RAD23A	inference
RPA2	RAD23B	inference
RPA2	NAPA	experimental interaction detection
RPA2	PSMD4	inference
RPA2	VCP	inference
RPA2	ADAR	experimental interaction detection
RPA2	FOXA1	experimental interaction detection
RPA2	FOXA3	experimental interaction detection
RPA2	SUMO3	inference
RPA2	BID	experimental interaction detection
RPA2	TMEM33	experimental interaction detection
RPA2	GEMIN4	experimental interaction detection
RPA2	HIST1H2BD	inference
RPA2	DNAJB13	inference
RPA2	PPP4C	inference
RPA2	ACTB	experimental interaction detection
RPA2	EIF4A1	inference
RPA2	RAB8A	experimental interaction detection
RPA2	RAB2A	experimental interaction detection
RPA2	RAB10	experimental interaction detection
RPA2	RAB14	experimental interaction detection
RPA2	POLR2F	inference
RPA2	MAX	experimental interaction detection
RPA2	RPS3A	experimental interaction detection
RPA2	RPL15	experimental interaction detection
RPA2	ATP6V0D1	experimental interaction detection
RPA2	SUMO2	inference
RPA2	LMO4	inference
RPA2	HNRNPK	experimental interaction detection
RPA2	RPS7	experimental interaction detection
RPA2	PSMC1	inference
RPA2	PSMC5	inference
RPA2	RPS8	experimental interaction detection
RPA2	POLR2G	inference
RPA2	ACTA2	experimental interaction detection
RPA2	HIST1H4A	inference
RPA2	HIST1H2BC	inference
RPA2	RAB1A	experimental interaction detection
RPA2	POLR2L	inference
RPA2	RBX1	inference
RPA2	RPS27A	inference
RPA2	UBA52	inference
RPA2	AP2B1	experimental interaction detection
RPA2	UBE2B	inference
RPA2	SUMO1	inference
RPA2	DYNLT1	inference
RPA2	PPP2CA	experimental interaction detection
RPA2	EEF1A1	experimental interaction detection
RPA2	TUBA4A	experimental interaction detection
RPA2	TUBB4B	experimental interaction detection
RPA2	HIST1H3A	inference
RPA2	EIF4G2	experimental interaction detection
RPA2	GTF2I	experimental interaction detection
RPA2	PRKDC	experimental interaction detection
RPA2	NTHL1	experimental interaction detection
RPA2	CBX1	inference
RPA2	RPL19	experimental interaction detection
RPA2	H3F3A	inference
RPA2	RBM10	experimental interaction detection
RPA2	TFAM	inference
RPA2	FANCC	inference
RPA2	CLTC	experimental interaction detection
RPA2	HSF1	inference
RPA2	HNRNPU	experimental interaction detection
RPA2	SPTBN1	experimental interaction detection
RPA2	TIAL1	experimental interaction detection
RPA2	EXOSC10	experimental interaction detection
RPA2	XPC	experimental interaction detection
RPA2	EWSR1	experimental interaction detection
RPA2	RPL18A	experimental interaction detection
RPA2	RPL6	experimental interaction detection
RPA2	TOP2B	experimental interaction detection
RPA2	CAV1	experimental interaction detection
RPA2	LMNB2	inference
RPA2	ERCC6	inference
RPA2	TLE1	experimental interaction detection
RPA2	EEF1A2	experimental interaction detection
RPA2	CALD1	experimental interaction detection
RPA2	PPAT	inference
RPA2	RBPJ	experimental interaction detection
RPA2	RAD51	experimental interaction detection
RPA2	PRDX1	experimental interaction detection
RPA2	RPL18	experimental interaction detection
RPA2	KHDRBS1	experimental interaction detection
RPA2	DHX9	experimental interaction detection
RPA2	SSRP1	experimental interaction detection
RPA2	RBL2	experimental interaction detection
RPA2	EP300	inference
RPA2	AHNAK	experimental interaction detection
RPA2	FAAP100	inference
RPA2	AP1B1	experimental interaction detection
RPA2	CPSF1	experimental interaction detection
RPA2	KIAA0196	experimental interaction detection
RPA2	TP53BP1	experimental interaction detection
RPA2	ILF2	experimental interaction detection
RPA2	ILF3	experimental interaction detection
RPA2	LMAN2	experimental interaction detection
RPA2	MYO1E	experimental interaction detection
RPA2	CALCOCO2	experimental interaction detection
RPA2	TARDBP	experimental interaction detection
RPA2	HNRNPA0	experimental interaction detection
RPA2	RPA4	experimental interaction detection
RPA2	ERCC8	inference
RPA2	TRIM28	experimental interaction detection
RPA2	KCNAB2	experimental interaction detection
RPA2	PABPC4	experimental interaction detection
RPA2	ATM	experimental interaction detection
RPA2	ORC1	experimental interaction detection
RPA2	ORC2	experimental interaction detection
RPA2	TCOF1	experimental interaction detection
RPA2	UNC119	experimental interaction detection
RPA2	SF3B2	experimental interaction detection
RPA2	TOP3A	experimental interaction detection
RPA2	ATR	experimental interaction detection
RPA2	CUL1	experimental interaction detection
RPA2	CUL3	experimental interaction detection
RPA2	CUL4A	inference
RPA2	CUL4B	inference
RPA2	SPTAN1	experimental interaction detection
RPA2	TUBB2A	experimental interaction detection
RPA2	GTF2H2	inference
RPA2	GTF2H3	experimental interaction detection
RPA2	CKAP5	experimental interaction detection
RPA2	HNRNPD	experimental interaction detection
RPA2	POLA2	inference
RPA2	WRN	experimental interaction detection
RPA2	CRMP1	experimental interaction detection
RPA2	EIF4A2	inference
RPA2	CTTN	experimental interaction detection
RPA2	TRIM25	inference
RPA2	CAPRIN1	experimental interaction detection
RPA2	RBM39	experimental interaction detection
RPA2	HLTF	experimental interaction detection
RPA2	DMC1	inference
RPA2	MCM6	inference
RPA2	TRIP12	experimental interaction detection
RPA2	MDC1	experimental interaction detection
RPA2	CLINT1	experimental interaction detection
RPA2	SMC1A	experimental interaction detection
RPA2	USP10	inference
RPA2	CHD4	experimental interaction detection
RPA2	ZNF638	experimental interaction detection
RPA2	KPNB1	inference
RPA2	NUMA1	experimental interaction detection
RPA2	HERPUD1	experimental interaction detection
RPA2	MORF4L2	experimental interaction detection
RPA2	EXOSC7	experimental interaction detection
RPA2	EFTUD2	experimental interaction detection
RPA2	POLD3	inference
RPA2	NONO	experimental interaction detection
RPA2	RAB35	experimental interaction detection
RPA2	SF3B3	experimental interaction detection
RPA2	SF3A1	experimental interaction detection
RPA2	TERF2	experimental interaction detection
RPA2	ELAVL1	experimental interaction detection
RPA2	RAB11B	experimental interaction detection
RPA2	E2F4	experimental interaction detection
RPA2	DDB1	experimental interaction detection
RPA2	HIST3H3	inference
RPA2	HIST2H2AC	inference
RPA2	HIST2H2BE	inference
RPA2	PDS5A	experimental interaction detection
RPA2	KIAA1033	experimental interaction detection
RPA2	TSR1	experimental interaction detection
RPA2	UVSSA	inference
RPA2	PARP14	experimental interaction detection
RPA2	PAN2	experimental interaction detection
RPA2	ACTBL2	experimental interaction detection
RPA2	HIST2H2BF	inference
RPA2	RBM48	experimental interaction detection
RPA2	FKBP15	experimental interaction detection
RPA2	LRIF1	experimental interaction detection
RPA2	RBM26	experimental interaction detection
RPA2	CEP162	experimental interaction detection
RPA2	RIF1	experimental interaction detection
RPA2	RPRD2	experimental interaction detection
RPA2	LIPN	inference
RPA2	LIPK	inference
RPA2	LIPM	inference
RPA2	LIPJ	inference
RPA2	INTS3	experimental interaction detection
RPA2	SUMO4	inference
RPA2	HIST2H2AA3	inference
RPA2	THOC7	experimental interaction detection
RPA2	NIPBL	experimental interaction detection
RPA2	H3F3C	inference
RPA2	FAAP20	inference
RPA2	ZCCHC8	experimental interaction detection
RPA2	GTF2H2C	inference
RPA2	EDC4	experimental interaction detection
RPA2	PRPF8	experimental interaction detection
RPA2	RFWD3	experimental interaction detection
RPA2	ELMSAN1	experimental interaction detection
RPA2	WDR82	experimental interaction detection
RPA2	RAD9B	inference
RPA2	MPRIP	experimental interaction detection
RPA2	GTF2H5	inference
RPA2	USP43	inference
RPA2	HIST2H3A	inference
RPA2	DDX46	experimental interaction detection
RPA2	MCM10	inference
RPA2	COPS6	experimental interaction detection
RPA2	HIST3H2A	inference
RPA2	RRM2B	inference
RPA2	H2BFWT	inference
RPA2	WAPL	experimental interaction detection
RPA2	HUWE1	experimental interaction detection
RPA2	YTHDF3	experimental interaction detection
RPA2	SLFN11	experimental interaction detection
RPA2	USP37	experimental interaction detection
RPA2	RPAIN	experimental interaction detection
RPA2	ZNF598	experimental interaction detection
RPA2	THOC6	experimental interaction detection
RPA2	CHD1L	experimental interaction detection
RPA2	MIB1	inference
RPA2	HIST2H2AB	experimental interaction detection
RPA2	CHERP	experimental interaction detection
RPA2	PARP9	experimental interaction detection
RPA2	RAVER1	experimental interaction detection
RPA2	FANCM	experimental interaction detection
RPA2	SEPT12	inference
RPA2	XRN1	experimental interaction detection
RPA2	PELP1	experimental interaction detection
RPA2	CCAR2	experimental interaction detection
RPA2	INTS1	experimental interaction detection
RPA2	HIST3H2BB	inference
RPA2	APITD1	experimental interaction detection
RPA2	LNX2	experimental interaction detection
RPA2	SRBD1	experimental interaction detection
RPA2	CPSF7	experimental interaction detection
RPA2	CSNK1A1L	experimental interaction detection
RPA2	FANCB	inference
RPA2	GOLM1	experimental interaction detection
RPA2	FBXO18	experimental interaction detection
RPA2	HELB	experimental interaction detection
RPA2	THOC2	experimental interaction detection
RPA2	SMARCC2	experimental interaction detection
RPA2	NPLOC4	inference
RPA2	NEK9	inference
RPA2	DTX3L	experimental interaction detection
RPA2	RB1CC1	experimental interaction detection
RPA2	GEMIN5	experimental interaction detection
RPA2	GTF3C2	experimental interaction detection
RPA2	CHTF18	experimental interaction detection
RPA2	LMO7	experimental interaction detection
RPA2	ATRIP	experimental interaction detection
RPA2	DNAJC9	experimental interaction detection
RPA2	BBX	experimental interaction detection
RPA2	DDB2	inference
RPA2	DDX1	experimental interaction detection
RPA2	TOPBP1	inference
RPA2	HSPH1	inference
RPA2	GTF2H4	inference
RPA2	CREBBP	experimental interaction detection
RPA2	SYMPK	experimental interaction detection
RPA2	TAF15	experimental interaction detection
RPA2	DDX17	experimental interaction detection
RPA2	RAD50	experimental interaction detection
RPA2	CELF1	experimental interaction detection
RPA2	ERCC4	inference
RPA2	UFD1L	inference
RPA2	ARHGEF2	experimental interaction detection
RPA2	EMG1	experimental interaction detection
RPA2	KAT5	inference
RPA2	USP7	experimental interaction detection
RPA2	HIST1H2AC	inference
RPA2	HIST1H2BH	inference
RPA2	ERGIC1	experimental interaction detection
RPA2	HIST1H2BA	inference
RPA2	EXOSC8	experimental interaction detection
RPA2	MSI2	experimental interaction detection
RPA2	SNRNP40	experimental interaction detection
RPA2	RMI2	inference
RPA2	SEH1L	experimental interaction detection
RPA2	DAZAP1	experimental interaction detection
RPA2	DNAJA3	inference
RPA2	THOC1	experimental interaction detection
RPA2	HMCES	experimental interaction detection
RPA2	SDSL	inference
RPA2	FUBP3	experimental interaction detection
RPA2	NEURL4	experimental interaction detection
RPA2	HIST1H2AH	inference
RPA2	ZFR	experimental interaction detection
RPA2	RPL10L	experimental interaction detection
RPA2	PRIMPOL	experimental interaction detection
RPA2	ZNF830	inference
RPA2	AGAP3	inference
RPA2	SERPINB12	experimental interaction detection
RPA2	RBM14	experimental interaction detection
RPA2	PPP1R10	experimental interaction detection
RPA2	PURB	experimental interaction detection
RPA2	HIST1H2AA	inference
RPA2	STRBP	experimental interaction detection
RPA2	CRBN	inference
RPA2	RBM15	experimental interaction detection
RPA2	PNKP	experimental interaction detection
RPA2	CDC5L	experimental interaction detection
RPA2	HIST1H4G	inference
RPA2	RAD9A	experimental interaction detection
RPA2	RBBP8	inference
RPA2	BARD1	inference
RPA2	HNRNPAB	experimental interaction detection
RPA2	CDC6	inference
RPA2	FOXB1	experimental interaction detection
RPA2	HIST1H2BN	inference
RPA2	HIST1H2AJ	inference
RPA2	HIST1H2BM	inference
RPA2	HIST1H2BL	inference
RPA2	TUBA1C	experimental interaction detection
RPA2	FYCO1	experimental interaction detection
RPA2	C7orf50	experimental interaction detection
RPA2	SDF4	experimental interaction detection
RPA2	GINS4	experimental interaction detection
RPA2	RHNO1	inference
RPA2	NTPCR	experimental interaction detection
