Gene_Name	interacting_genes
PPP1CC	['RBMX', 'BRCA1', 'MNDA', 'PPP1R2', 'CDKN2A', 'MKI67', 'GSTM5', 'IQGAP1', 'CAPZB', 'CSNK1A1', 'CDC34', 'CSNK1E', 'YLPM1', 'NUP153', 'GSK3B', 'RORC', 'NEK2', 'HSPA2', 'VCP', 'GABARAPL2', 'ACTB', 'ABCE1', 'MAX', 'SUMO2', 'PPP1CA', 'PPP1CB', 'GRB2', 'SUMO1', 'SKP1', 'ACTG1', 'CSNK2B', 'TPM4', 'PHC1', 'CCT2', 'CLTC', 'SP3', 'RASSF7', 'BCL2L1', 'SMARCB1', 'ILF3', 'PPP1R8', 'FLII', 'TRAF3', 'TRIM28', 'ATM', 'DRP2', 'HDAC1', 'TRA2A', 'CUL1', 'TP53BP2', 'BMPR2', 'SAFB2', 'SCRIB', 'RRP1B', 'LBR', 'ZNF638', 'UBXN2B', 'NONO', 'PPP1R7', 'ELAVL1', 'CCDC85B', 'NEDD8', 'DPYSL2', 'DBN1', 'INF2', 'C15orf59', 'TWISTNB', 'TPRN', 'PRR16', 'ZNF326', 'ZNF667', 'TCTEX1D4', 'TOR1AIP1', 'PPP1R15B', 'C9orf50', 'RIF1', 'RPRD2', 'ZNF318', 'TEX36', 'CDCA2', 'KDM4D', 'NAPEPLD', 'PPP1R18', 'PMF1', 'CNST', 'GLB1L', 'WDR82', 'AATK', 'SPOCD1', 'RNF19B', 'PPP1R3F', 'PAXIP1', 'CYFIP1', 'ZFYVE16', 'GOLGA7', 'PPP1R32', 'KCTD20', 'SMG6', 'C11orf74', 'PPP1R3B', 'SIAH1', 'VSTM4', 'LMTK2', 'RBM12B', 'RPAP2', 'PHACTR4', 'KMT2E', 'SYNPO', 'SFRP1', 'TBC1D19', 'CDKN2A', 'ANKRD42', 'PPHLN1', 'CASC5', 'RASSF8', 'KIF18A', 'PPP1R35', 'SH3RF2', 'PPP1R13L', 'LEO1', 'TOPBP1', 'STAM', 'COPS5', 'HDAC10', 'PPP1R14B', 'RBMXL1', 'ELP4', 'KIF1BP', 'APIP', 'MYO19', 'PPP1R16A', 'CLMN', 'PPP1R13B', 'WDR92', 'LENG8', 'PPP1R10', 'TEFM', 'ERBIN', 'RANBP9', 'CSRNP1', 'PPP1R9B', 'MAP3K3', 'BTBD10', 'LRRC1', 'TMEM120A', 'HDAC8', 'EIF2A', 'SHANK3', 'NUF2', 'C20orf27', 'MAP1LC3B', 'SPATC1L', 'ENKD1', 'FXYD6', 'CSRNP2', 'DSN1', 'MAP1LC3A', 'RPAP3', 'PEAK1', 'TNS1', 'NCOA5', 'TANC2', 'ZDBF2', 'KRCC1', 'DYRK4', 'SIRT7', 'FBXO6', 'SDR39U1', 'PDRG1', 'POLR3E', 'POLR3B', 'PIH1D1', 'DACT1', 'ITSN2', 'RAI14', 'CEP126', 'EIF2AK4', 'STARD9', 'DEC1', 'UXT', 'ASH2L', 'HDAC6', 'PPP1R1B', 'APOBEC3B', 'LIMA1', 'PFDN2', 'NRBP1', 'AKAP11', 'FBXW11', 'FBXL2', 'ACAD8', 'NUP50', 'PNMA3', 'PPP1R9A', 'CORO1C', 'ABT1', 'PLCL2', 'SHOC2', 'PPP1R3C', 'RUVBL2', 'WBP11', 'FAM96B', 'TRAF6', 'RIPK3', 'SNCAIP', 'IKBKG', 'CCDC85C', 'CLIC1', 'DDX3X', 'BHLHE40', 'NDC80', 'POLR3A', 'AURKA', 'MDM4', 'PFDN6', 'BIRC5', 'CLOCK', 'SIAH2', 'B4GAT1', 'SGCE', 'GSTZ1', 'TLX3', 'MYO1B', 'NUAK1', 'NMT2', 'JAK2', 'PPP1R11', 'SIN3B', 'NCOR1', 'DEAF1', 'PPP1R15A', 'RASSF9', 'PIAS1', 'URI1', 'TOX4', 'GABARAP', 'TACC2', 'CD2BP2', 'ZFYVE9', 'SVIL', 'PPP1R3D', 'AP2A1', 'STAU1', 'MAP4K4', 'LATS1', 'LMNA', 'C1QA', 'FTL', 'ESR1', 'RAF1', 'TP53', 'APP', 'HMGN1', 'EIF2S1', 'JUN', 'CDK1', 'ATP5B', 'NPM1', 'TPM3', 'NEFL', 'TUBB', 'CTSL', 'ENO2', 'UBC', 'BCL2', 'HSPA5', 'HSPA8', 'VDR', 'CDK4', 'PCNA', 'CKB', 'GYS1', 'CPM', 'CCNB1', 'RPA2', 'PPP3CB', 'ZNF24', 'RPL7', 'VCAM1', 'POLR2E', 'EIF2AK2', 'CD247', 'FLNA', 'USF1', 'HNRNPA2B1', 'RRM1', 'CCND1', 'POLR2A', 'CDK2', 'IL3RA', 'CALML3', 'RPL10', 'RPA1', 'MAPK1', 'CCND3', 'TLX1', 'AKT1', 'HNRNPH3', 'HSPA4', 'RPA3', 'MYH9', 'PDE6B']
PPP1R10	['MMS19', 'RSPH9', 'FNDC4', 'TERF2IP', 'MED23', 'XRCC3', 'OBSL1', 'TOX4', 'NTRK1', 'APP', 'ISG15', 'UBC', 'RPA2', 'PRKACA', 'TAF1', 'RPA1', 'MPG', 'HSPA4', 'RPA3', 'PPP1CC', 'HNF4A', 'SUMO3', 'PTEN', 'HNRNPK', 'PPP1CA', 'PPP1CB', 'SUMO1', 'PPP1R7', 'NEDD8', 'PPP1R3A', 'CTR9', 'WDR82', 'HUWE1', 'ZFP41', 'PPP1R13B']
PPP1R11	['LATS1', 'UBC', 'PPP1CC', 'HNF4A', 'PPP1CA', 'PPP1CB', 'UBXN2A', 'UBXN2B', 'PPP1R7', 'PPP1R3A']
PPP1R12A	['SIAH2', 'DAPK3', 'NUAK1', 'KDM1A', 'FKBP6', 'FMNL1', 'LATS1', 'FOS', 'MYC', 'NTRK1', 'TP53', 'JUN', 'FYN', 'UBC', 'PRKAR1A', 'RPA2', 'FLNA', 'TAF1', 'CDK2', 'RPA1', 'ARRB2', 'MCM7', 'RPA3', 'MYH9', 'CRK', 'IQGAP1', 'CAPZA2', 'CDK8', 'ACTR2', 'MAX', 'RHOA', 'PPP1CB', 'RAN', 'GRB2', 'YWHAZ', 'E2F1', 'DMPK', 'PTPRJ', 'PRKG1', 'IL16', 'ELAVL1', 'DBN1', 'PAN2', 'LRRK2', 'RPGRIP1L', 'MPRIP', 'PAXIP1', 'SYNPO', 'FBXO25', 'SETD7', 'HDAC7', 'MYO18A', 'COPS5', 'MYO19', 'PARK7', 'MAP3K3', 'PHF7', 'ANLN', 'MYO5C', 'LUZP4', 'ATXN10', 'MED23', 'RIPK3', 'MYO1C']
PPP1R12B	['NUAK1', 'FKBP6', 'CD14', 'UBC', 'HSPA8', 'PPP2R1A', 'MYH9', 'HNF4A', 'IQGAP1', 'PPP1CB', 'PRKG1', 'IL16', 'PAN2', 'COPS6', 'SYNPO', 'PIK3R3', 'MYO18A', 'MYO19', 'ANLN']
PPP1R12C	['TNKS2', 'C1orf109', 'CACNA1A', 'ATXN7', 'NUAK1', 'JUN', 'COL9A1', 'PPP1CB', 'PAFAH1B2', 'SMAD3', 'IL16', 'L1TD1', 'MPRIP', 'RBM17']
PPP1R13B	['CEP63', 'PPP1R10', 'CDC5L', 'TP63', 'CPVL', 'PLEKHA5', 'MOV10', 'LATS2', 'TNIK', 'SSX2IP', 'NINL', 'RASSF10', 'CCDC85C', 'E2F3', 'TP73', 'SIAH2', 'SRGAP3', 'RASSF9', 'LATS1', 'HRAS', 'ERBB2', 'TP53', 'UBC', 'PPP3CB', 'GSTM3', 'APC', 'PPP1CC', 'BRCA1', 'PPP1CA', 'PPP1CB', 'RAN', 'E2F1', 'RASSF7', 'EP300', 'TRAF1', 'E2F2', 'CCDC85B', 'E2F4', 'PPP1R3A', 'CCDC184', 'CEP128', 'RASSF8', 'MIPOL1', 'TRAF3IP1']
PPP1R13L	['CREBBP', 'AURKB', 'WDR83', 'XPO1', 'SEC16A', 'ATP6AP2', 'TP53', 'SP1', 'UBC', 'PPP1CC', 'MAGEA4', 'NUP153', 'SMS', 'NUTF2', 'PPP1CA', 'PPP1CB', 'RAN', 'SRPK2', 'RELA', 'EP300', 'PPP1R7', 'MAPRE1', 'PPP1R3A', 'CEP57']
PPP1R14A	['CSNK1G1', 'CSNK1G3', 'PRNP', 'PRNP', 'APP', 'UBC', 'PRKCA', 'PRKCH', 'CSNK1A1', 'CSNK1D', 'CSNK1E', 'YWHAZ', 'CSNK1G2', 'PRKCE', 'PRKCZ', 'PRKD1']
PPP1R14B	['ROCK2', 'UBC', 'PPP1CC', 'CAND1']
PPP1R14C	['SAP25']
PPP1R15A	['MYC', 'EIF2S1', 'LYN', 'HSPA8', 'POU3F3', 'TAF1', 'PPP1CC', 'CTBP2', 'BCAR1', 'PPP1CA', 'PPP1CB', 'KMT2A', 'SMARCB1', 'PPP1R1A', 'CUL3', 'TSN', 'HABP4', 'CAND1', 'COPS5', 'ZNF512B', 'BAG1', 'CUEDC2', 'IKBKB', 'SMAD7', 'RAD21']
PPP1R15B	['PPP1CC', 'PPP1CA', 'PPP1CB']
PPP1R16A	['LZTS2', 'FSD1', 'PBDC1', 'PHPT1', 'TFIP11', 'PUF60', 'HGS', 'PAPSS1', 'LY6H', 'HLA-E', 'IDO1', 'TPP2', 'PPP1CC', 'RABGGTB', 'PPP1CA', 'PPP1CB', 'AES', 'TRIP6', 'TXNRD1', 'CDH24', 'FAM101B', 'RGMA', 'DDX27']
PPP1R16B	['TFIP11', 'IKZF3', 'DVL2', 'CRX', 'TADA2A', 'NEFL', 'GATA1', 'TGFBR1', 'TGFBR2', 'PPP1CB', 'AES', 'GOLGA2', 'SF3B4', 'CEP55', 'FAM208B', 'KCTD9', 'ZNF410', 'PHC2', 'CEP70', 'RBPMS', 'CDCA7L']
PPP1R17	['APP']
PPP1R18	['KCTD9', 'TRIM69', 'TEX11', 'FAM9B', 'VPS52', 'SYNPO', 'CCDC155', 'SPERT', 'MYO18A', 'SPDL1', 'MYO19', 'CCDC136', 'DOCK7', 'LZTS2', 'TRIM54', 'TSGA10', 'CARD9', 'ECT2', 'HOMER3', 'LUZP4', 'TFIP11', 'LIMA1', 'MID2', 'FSD2', 'MGEA5', 'STX11', 'GSN', 'NEFL', 'KRT19', 'UBC', 'KRT13', 'TRIM27', 'TCF4', 'DES', 'KRT15', 'FLNA', 'TRIM23', 'PPP1CC', 'BRCA1', 'IQGAP1', 'CAPZA2', 'LIG4', 'VCP', 'PCBP3', 'PPP1CA', 'PPP1CB', 'GOLGA2', 'TRAF2', 'CALCOCO2', 'HNRNPD', 'KRT31', 'DBN1', 'PPP1R3A', 'CCDC57', 'MTUS2', 'RASIP1', 'PDE4DIP', 'CCDC102B', 'KRT40']
PPP1R1A	['ZPBP2', 'RRAGA', 'SPEM1', 'JMY', 'ZNF414', 'PRMT6', 'PPP1R15A', 'ACTA2', 'ACTA1', 'SLC25A11', 'FGL1']
PPP1R1B	['DLGAP4', 'PPP1CC', 'PPP1CA', 'CSNK2A1', 'TFCP2', 'KLHL6', 'ROBO2']
PPP1R2	['GSK3A', 'GSK3B', 'NEK2', 'PPP1CA', 'PPP1CB', 'HIST1H2BC', 'EWSR1', 'TP53BP2', 'ELAVL1', 'PPP1R3A', 'THOC7', 'GTF2H5', 'LMTK2', 'PPP1R9B', 'TINF2', 'TERF2IP', 'MYC', 'UBC', 'TAF1', 'PPP1CC']
PPP1R21	['ERC1', 'ZDHHC17', 'PDDC1', 'TBCK', 'PIBF1', 'SH3GL2', 'MRPL18', 'SH2D2A', 'C12orf4', 'NDUFAF1', 'KMT2D', 'TOX4', 'CRYZL1', 'FEN1', 'MTNR1B', 'TAF6', 'PPP1CA', 'MYBPH', 'CUL2', 'CEP170', 'CEP162']
PPP1R26	['NXF1', 'UTP20', 'RB1', 'PPP1CA']
PPP1R27	['UBC', 'PPP1CA']
PPP1R2P3	['PPP1CA', 'PPP1CB']
PPP1R32	['APP', 'PPP1CC', 'PPP1CA']
PPP1R35	['EDC3', 'DCP1A', 'XPO1', 'PRPF40A', 'PPP1CC', 'PPP1CA', 'EDC4', 'DCP2']
PPP1R36	['PPP1CA']
PPP1R37	['PPP1CA', 'BEND7', 'ZMYND19', 'SEH1L', 'DCP1A']
PPP1R3A	['TPRN', 'RIF1', 'CDCA2', 'PPP1R18', 'CNST', 'WDR82', 'LMTK2', 'KIF18A', 'PPP1R13L', 'PPP1R13B', 'WDR92', 'PPP1R10', 'ERBIN', 'PPP1R9B', 'C20orf27', 'RPAP3', 'PEAK1', 'PDRG1', 'PIH1D1', 'PFDN2', 'NUP50', 'PPP1R9A', 'SHOC2', 'RUVBL2', 'CCDC85C', 'PFDN6', 'PPP1R11', 'URI1', 'TOX4', 'ZFYVE9', 'CBX6', 'PPP3CB', 'POLR2E', 'PLN', 'BRCA1', 'PPP1R2', 'MKI67', 'YLPM1', 'PPP1CA', 'PPP1CB', 'PPP1R8', 'TP53BP2', 'SCRIB', 'RRP1B', 'PPP1R7', 'CCDC85B']
PPP1R3B	['GBAS', 'PYGM', 'GYS1', 'YY1', 'PPP1CC', 'HNF4A', 'GYG1', 'IFNAR2', 'NUP153', 'GYS2', 'PPP1CA', 'PPP1CB', 'PLEC']
PPP1R3C	['SGTA', 'STBD1', 'EPM2A', 'PPP1R3D', 'APP', 'UBC', 'GYS1', 'TAF1', 'PPP1CC', 'HNF4A', 'GYG1', 'GYS2', 'PPP1CA', 'PPP1CB', 'GNG5', 'EEA1', 'ELAVL1', 'NHLRC1', 'LACRT', 'TXNRD2']
PPP1R3D	['MYC', 'FYN', 'UBC', 'TAF1', 'SFN', 'PPP1CC', 'HNF4A', 'MAX', 'YWHAG', 'PPP1CA', 'YWHAZ', 'E2F1', 'ONECUT1', 'PPP1R3C', 'XPO1', 'STBD1', 'EPM2A']
PPP1R3E	['PPP1CA']
PPP1R3F	['DYRK1B', 'PPP1CC', 'WDR5', 'DYRK1A']
PPP1R3G	['PPP1CA']
PPP1R42	['UBC']
PPP1R7	['TAB1', 'MAPK6', 'PPP1R3A', 'RIF1', 'PACS1', 'SPRED1', 'CLNK', 'LRRC6', 'USHBP1', 'FANCB', 'KIF18A', 'PPP1R13L', 'UBXN4', 'DDX17', 'WDR92', 'PPP1R10', 'C20orf27', 'RPAP3', 'SH2D4A', 'PDRG1', 'FANCL', 'PIH1D1', 'UXT', 'ITGB1BP2', 'WBP11', 'CCDC85C', 'HGS', 'MAGEB3', 'PQBP1', 'PPP1R11', 'URI1', 'TNFRSF6B', 'STAU1', 'MYC', 'UBC', 'MYH3', 'GYS1', 'FER', 'POLR2E', 'NME2', 'PPP1CC', 'MAX', 'PPP1CA', 'PPP1CB', 'UBXN2A', 'UBXN1', 'TP53BP2', 'RRP1B', 'UBXN2B']
PPP1R8	['CRMP1', 'SUZ12', 'SETDB1', 'SF3A2', 'EZH2', 'PPP1R3A', 'RBM48', 'LRRK2', 'FBXO25', 'CTNNBL1', 'APPBP2', 'HDAC2', 'CDC5L', 'WDR77', 'C14orf1', 'PPIL1', 'EED', 'SF3B1', 'STC2', 'CYP1A1', 'APP', 'LYN', 'UBC', 'HMGA1', 'PRKACA', 'NME2', 'GBP2', 'PPP1CC', 'PPP1CA', 'PPP1CB', 'RBBP4']
PPP1R9A	['CASQ2', 'ANKRD28', 'UBC', 'NFKBIA', 'PPP1CC', 'RGS2', 'CAPZA2', 'RASSF2', 'ANAPC15', 'PPP1CA', 'MAD2L1', 'LRP8', 'DBN1', 'PPP1R3A', 'SYNPO', 'KCTD17', 'WDR48', 'MYO19', 'CCDC8', 'BCL2L12', 'LIMA1']
PPP1R9B	['RNF2', 'LIMA1', 'MED23', 'RIPK3', 'CASQ2', 'ANKRD28', 'DCX', 'ADRA2A', 'UBC', 'DRD2', 'ADRA2B', 'ADRA2C', 'CHRM3', 'FLNA', 'SHC1', 'CCKAR', 'CCKBR', 'ADRA1B', 'MYH9', 'PPP1CC', 'BRCA1', 'PPP1R2', 'CDKN2A', 'IQGAP1', 'CAPZA2', 'USP46', 'PPP1CA', 'PPP1CB', 'GRB2', 'ACTA1', 'TIAM1', 'RASGRF1', 'SUZ12', 'PCM1', 'SMAD2', 'DBN1', 'PPP1R3A', 'SYNPO', 'CDKN2A', 'WDR48', 'MYO19']
PPP2CA	['CSNK2B', 'IGBP1', 'CCT2', 'PRKDC', 'PPP2R2B', 'CDK6', 'KIF23', 'CAV1', 'RELA', 'PRKCD', 'PPP2R3A', 'RBL2', 'VAC14', 'EP300', 'CDC20', 'STRN3', 'PRKAA1', 'PPFIA1', 'PPP2R5C', 'CUL1', 'CUL3', 'CAMK1', 'ESPL1', 'MDC1', 'PPP2R5D', 'KPNB1', 'SLMAP', 'PCM1', 'PPP2R5A', 'PPP2R5B', 'PPP2R4', 'TRIP13', 'TWIST1', 'NPTX1', 'NEDD8', 'CCDC6', 'PPP2R5E', 'CCNG2', 'FOXD4L6', 'SGO2', 'SGO1', 'CPSF3L', 'PRR14L', 'STRIP1', 'CEP350', 'IER5', 'PPP2R2D', 'PKN3', 'INTS5', 'LRFN4', 'PAXIP1', 'ANKLE2', 'LACC1', 'XRN1', 'UNC5B', 'AHI1', 'INTS1', 'ZNF114', 'RP9', 'PPP4R1', 'HDAC7', 'CTTNBP2', 'USP7', 'CUL5', 'KISS1R', 'NKD1', 'INTS12', 'AURKB', 'INTS4', 'KLHL15', 'MAP3K3', 'CCT7', 'SIKE1', 'TBCD', 'MKNK1', 'PDCD10', 'PRR14', 'CARD11', 'MRPS26', 'UNK', 'AMBRA1', 'INTS2', 'RACGAP1', 'SIK2', 'GABARAPL1', 'DOCK5', 'ECT2', 'SMURF1', 'ISYNA1', 'STRN4', 'SERTAD4', 'INTS9', 'FGFR1OP2', 'INTS10', 'TUBA8', 'SCHIP1', 'STK26', 'CTTNBP2NL', 'DEC1', 'RPS6KB2', 'LCMT1', 'INTS6', 'ZNF346', 'STRIP2', 'CEP131', 'HDAC5', 'TRAF3IP3', 'PPP2R2C', 'NOSIP', 'MOB4', 'PPME1', 'CTDP1', 'ATP6V1D', 'PPP2R3B', 'STK24', 'IKBKG', 'SETBP1', 'SGK1', 'BMPR1B', 'STK25', 'BHLHE40', 'IKBKB', 'CHUK', 'AXIN1', 'MID1', 'MAP3K7', 'FOXO3', 'SPRY2', 'FOXS1', 'STRN', 'PPFIA3', 'PPFIA2', 'TIPRL', 'PPM1B', 'BEST1', 'GABARAP', 'FGFR1OP', 'ESRRB', 'BAG3', 'BCL10', 'CHEK2', 'KNG1', 'MYC', 'FN1', 'ESR1', 'RAF1', 'ERBB2', 'NTRK1', 'TP53', 'JUN', 'EIF4E', 'NPM1', 'POLA1', 'UBC', 'BCL2', 'PYGM', 'RALA', 'PIM1', 'PABPC1', 'CFTR', 'ITGA4', 'RPA2', 'H2AFX', 'TCP1', 'VCAM1', 'PTN', 'TAF1', 'RYR1', 'FECH', 'CDK2', 'ZFP36', 'MAPK3', 'RPA1', 'MAPK1', 'RBL1', 'GRN', 'PPP2R1A', 'PPP2R1B', 'CDC27', 'TLX1', 'AKT1', 'RPA3', 'MYH9', 'ARL2', 'BRCA1', 'ANP32A', 'CCT6A', 'ID1', 'HNF4A', 'CDKN2C', 'CBX5', 'NOTCH1', 'IER3', 'CCT5', 'CSNK1A1', 'PXN', 'CCT3', 'CCT8', 'CCT4', 'RORC', 'IRAK1', 'DAPK1', 'TERF1', 'PMS2', 'VCP', 'SUMO3', 'HDAC4', 'PPP4C', 'MAX', 'SUMO2', 'ETF1', 'RAC1', 'PPP2R2A', 'SUMO1']
PPP2CB	['PPP2R2A', 'IGBP1', 'CCT2', 'CCNA1', 'ADARB1', 'PPP2R2B', 'CDK16', 'CDK17', 'SET', 'RELA', 'CDK18', 'CDC20', 'PTPRJ', 'FOXC1', 'STRN3', 'PPFIA1', 'PPP2R5C', 'SMAD4', 'FHL1', 'IKBKE', 'MAP7', 'PPP2R5D', 'SLMAP', 'PPP2R5A', 'PDGFRL', 'TAB1', 'STK11', 'CCDC6', 'CRY1', 'PPP2R5E', 'IFI16', 'CRY2', 'ACTBL2', 'TMEM41B', 'SGO1', 'PPP4R3B', 'CPSF3L', 'PRR14L', 'STRIP1', 'CEP350', 'PPP2R2D', 'INTS3', 'C22orf39', 'PKN3', 'INTS5', 'LRFN4', 'ANKLE2', 'KSR1', 'ZNF444', 'INTS1', 'ZFP28', 'PPP4R1', 'TCTEX1D2', 'ASB5', 'CTTNBP2', 'ARHGEF2', 'PPP2R3C', 'MYLPF', 'ZNF775', 'INTS12', 'INTS4', 'MARK4', 'DOCK7', 'PFDN5', 'CCT7', 'SIKE1', 'PDCD10', 'TRMT61B', 'PRR14', 'BHLHE41', 'INTS2', 'PLEKHA5', 'STRN4', 'SERTAD4', 'DECR2', 'INTS9', 'FGFR1OP2', 'TBCCD1', 'TAB2', 'CEP72', 'STK26', 'CTTNBP2NL', 'MLH3', 'PFDN2', 'INTS6', 'STRIP2', 'CEP131', 'ICK', 'HDAC5', 'AXIN2', 'NOSIP', 'NDUFAF1', 'MOB4', 'TRAF6', 'PPME1', 'PPP2R3B', 'STK24', 'CCDC61', 'STK25', 'AURKA', 'PFDN6', 'FOXO3', 'SNAI2', 'BUB1', 'STRN', 'PPFIA3', 'TIPRL', 'FGFR1OP', 'ESRRB', 'MAP4K4', 'EGFR', 'NRAS', 'KRAS', 'GH1', 'ESR1', 'RAF1', 'ERBB2', 'RPLP1', 'GSTA1', 'UBC', 'SRC', 'ITGA4', 'ACP5', 'TCP1', 'TFE3', 'MAK', 'FECH', 'MCC', 'ZFP36', 'MARK3', 'PPP2R1A', 'PPP2R1B', 'HLA-B', 'TLX1', 'MYH10', 'ARL2', 'TGFBR2', 'CCT6A', 'MLH1', 'CBX5', 'NOTCH1', 'CCT5', 'CCT3', 'CCT8', 'CCT4', 'PLXNA3', 'HK3', 'TERF1', 'PMS2', 'VCP', 'SUMO3', 'EIF6', 'PPP4C', 'VBP1', 'SUMO2']
PPP2R1A	['PPP2R1B', 'AKT1', 'PRDX2', 'ARRB2', 'NOS2', 'RBMX', 'RPS19', 'MLH1', 'SKIV2L2', 'NOTCH1', 'MCM2', 'RAB7A', 'RORC', 'CLCN6', 'VAMP7', 'CCNG1', 'PPP5C', 'DAPK1', 'PLA2G16', 'PMS1', 'VCP', 'HDAC4', 'EIF6', 'FBXW4', 'PPP4C', 'GABARAPL2', 'EIF4A1', 'MAX', 'SUMO2', 'RPS8', 'RAB11A', 'PPP2CB', 'RAP1A', 'PPP2R2A', 'SUMO1', 'DYNLL1', 'RACK1', 'PPP2CA', 'CSNK2B', 'EEF1A1', 'SMAD3', 'PPP2R2B', 'TFAM', 'SET', 'GNA12', 'CAV1', 'RELA', 'PPP2R3A', 'PRDX1', 'C1QBP', 'CDC20', 'FOXC1', 'STRN3', 'PPFIA1', 'AIMP2', 'PPP2R5C', 'NFATC2', 'HDAC1', 'SNW1', 'CUL3', 'CUL4A', 'IKBKE', 'ESPL1', 'PPP2R5D', 'CUL7', 'SLMAP', 'PPP2R5A', 'PPP2R5B', 'PPP2R4', 'TRADD', 'PTPN14', 'ELAVL1', 'TAB1', 'SMAD2', 'NEDD8', 'CCDC6', 'CRY1', 'PPP2R5E', 'MAPK6', 'SGO2', 'SGO1', 'LRRK2', 'CPSF3L', 'PRR14L', 'STRIP1', 'CEP350', 'PPP2R2D', 'INTS3', 'ZFAND6', 'NCAPH2', 'ZCCHC8', 'INTS5', 'LRFN4', 'MARK2', 'PPFIBP1', 'ANKLE2', 'DGKH', 'RAVER1', 'ABI1', 'AHI1', 'INTS1', 'FBXL16', 'ZNF114', 'TDRD9', 'KIAA1524', 'MARCH1', 'PPP4R1', 'CTTNBP2', 'ARHGEF2', 'LPP', 'NKD1', 'PPP2R3C', 'NABP1', 'INTS12', 'FAM122A', 'TCEAL4', 'INTS4', 'MARK4', 'KLHL15', 'CCDC43', 'VWA9', 'CDC5L', 'PARK7', 'PHB2', 'MAP3K3', 'FOXC2', 'MACROD1', 'SIKE1', 'IER2', 'PDCD10', 'PRR14', 'CARD11', 'CDCA4', 'PACSIN1', 'AMBRA1', 'MAP1LC3B', 'AICDA', 'INTS2', 'SIK2', 'GABARAPL1', 'CCDC8', 'DOCK5', 'PLEKHA5', 'SMURF1', 'RAB18', 'SIRT7', 'STRN4', 'LATS2', 'CTNNBIP1', 'SERTAD4', 'ABCF3', 'INTS9', 'FGFR1OP2', 'TBCCD1', 'STK26', 'CTTNBP2NL', 'DEC1', 'ZNF219', 'RPS6KB2', 'DUX4', 'FTSJ1', 'LIMD1', 'SERTAD1', 'TNIK', 'INTS6', 'ANAPC10', 'STUB1', 'HDAC5', 'TRAF3IP3', 'FAN1', 'POLDIP2', 'PPP2R2C', 'NOSIP', 'MOB4', 'SAMHD1', 'MTCL1', 'VPRBP', 'TRAF6', 'CSDC2', 'PPME1', 'RBM7', 'PPP2R3B', 'STK24', 'STK25', 'BHLHE40', 'IRS4', 'MID1', 'MAP3K7', 'FOXO3', 'SPRY2', 'STRN', 'C21orf2', 'PEX1', 'PPP1R12B', 'EIF1B', 'SRGAP2', 'PPFIA3', 'OBSL1', 'PPFIA2', 'PSIP1', 'BCAR3', 'ARL6IP5', 'SOGA1', 'FAM13A', 'GABARAP', 'ARIH2', 'ZFYVE9', 'FGFR1OP', 'ESRRB', 'BCL10', 'CHEK2', 'EGFR', 'FN1', 'ESR1', 'RAF1', 'ERBB2', 'NTRK1', 'TP53', 'JUN', 'CDK1', 'S100A9', 'NPM1', 'ANXA2', 'HSP90AA1', 'RPSA', 'HNRNPA1', 'UBC', 'HSPA1A', 'HSPA1B', 'HSPD1', 'HSPA8', 'CDK4', 'CFTR', 'ITGA4', 'EEF2', 'VCAM1', 'ATP6V1C1', 'TAF1', 'NME2', 'FECH', 'RPS3', 'MCC', 'MCM3', 'CTNNA2']
PPP2R1B	['PRDX2', 'STAT3', 'RAB7A', 'RORC', 'DAPK1', 'WNT3A', 'FBXW4', 'MAX', 'SUMO2', 'RAB11A', 'PPP2CB', 'PPP2R2A', 'PPP2CA', 'CSNK2B', 'PPP2R2B', 'CAV1', 'PPP2R3A', 'PRDX1', 'NCBP1', 'STRN3', 'PRKAA1', 'PPP2R5C', 'HDAC1', 'SNW1', 'ESPL1', 'PPP2R5D', 'SLMAP', 'PPP2R5A', 'PPP2R5B', 'CRY1', 'PPP2R5E', 'CRY2', 'SGO2', 'STRIP1', 'PPP2R2D', 'INTS3', 'INTS5', 'USP53', 'ULK2', 'UNC5B', 'INTS1', 'FAM43A', 'ZNF114', 'MARCH1', 'PPP4R1', 'CTTNBP2', 'TNIP3', 'PARK7', 'MAP3K3', 'SIKE1', 'IER2', 'PDCD10', 'BHLHE41', 'SIK2', 'DOCK5', 'RAB18', 'STRN4', 'SERTAD4', 'FGFR1OP2', 'CTTNBP2NL', 'DEC1', 'ZNF219', 'ZRANB1', 'FBXW11', 'INTS6', 'TRAF3IP3', 'PPP2R2C', 'MOB4', 'VPRBP', 'PPP2R3B', 'STK24', 'IKBKG', 'STK25', 'BHLHE40', 'CLOCK', 'FOXO3', 'FOXS1', 'STRN', 'JAK2', 'FGFR1OP', 'EGFR', 'MYC', 'CDK1', 'ANXA5', 'POLA1', 'UBC', 'HSPD1', 'RALA', 'FGFR1', 'CDK4', 'CFTR', 'EEF2', 'TNFAIP3', 'TAF1', 'MCM3', 'PPP2R1A']
